feature,importance_mean,importance_std
bert::591,0.00384112354619266,0.0031362642423872888
bert::564,0.00384112354619266,0.0031362642423872888
bert::659,0.00384112354619266,0.0031362642423872888
bert::651,0.00384112354619266,0.0031362642423872888
bert::319,0.00384112354619266,0.0031362642423872888
bert::174,0.00384112354619266,0.0031362642423872888
bert::148,0.00384112354619266,0.0031362642423872888
bert::348,0.00384112354619266,0.0031362642423872888
bert::650,0.00384112354619266,0.0031362642423872888
bert::427,0.00384112354619266,0.0031362642423872888
bert::537,0.0037667344929901425,0.0032295144233604094
bert::524,0.0037315690264129618,0.007350075603644774
bert::323,0.0037240741024887392,0.006767186247210901
bert::69,0.0036759198302977357,0.0031713613606727795
bert::179,0.0036308628273111986,0.0029645870843171703
bert::228,0.003022325059055886,0.002852142895096426
bert::548,0.0030112698712590814,0.0029358642951134695
bert::122,0.0029105509044064616,0.0028684814460980842
bert::429,0.002831770983618842,0.004996938239242924
bert::461,0.0027420215397987225,0.0031557046371713474
bert::453,0.0027420215397987225,0.0031557046371713474
bert::467,0.0027243749025622765,0.003006377213834434
bert::725,0.002722722157786106,0.005085034396264624
bert::153,0.002708941641172613,0.0031832872424649907
bert::761,0.0026758617425465037,0.0032102920458471932
bert::186,0.0026755689945327844,0.0052699288515995445
bert::159,0.0026679252346099693,0.003133732930716045
bert::616,0.0026679252346099693,0.003133732930716045
bert::578,0.0026556745808097746,0.0032497305602504152
bert::158,0.002642644256532023,0.00626019754319108
bert::276,0.0026425619666786914,0.003073096489121013
bert::363,0.0026425619666786914,0.004978955618088107
bert::738,0.0026425619666786914,0.004978955618088107
bert::26,0.0026379823065232786,0.0027250226784684504
bert::370,0.00263484533598386,0.0031607318449215784
bert::260,0.00263484533598386,0.003160731844921578
bert::743,0.002602256993507712,0.005165501057776949
bert::536,0.0026017654373577505,0.003187158758292773
bert::604,0.0026017654373577505,0.003187158758292773
bert::342,0.0025973848974679024,0.004863970808674711
bert::304,0.0025938289294212156,0.0031098411342315143
bert::155,0.0025938289294212156,0.003109841134231514
bert::668,0.0025938289294212156,0.003109841134231514
bert::757,0.0025938289294212156,0.0031098411342315143
bert::421,0.002593536181407452,0.0031998977906231817
bert::43,0.002581215281811655,0.00510347886082464
bert::237,0.0025746715077074266,0.006196650820695381
bert::748,0.00256854795134327,0.006239969799117057
bert::416,0.0025681729134761746,0.005020486962167814
bert::16,0.0025607490307951062,0.0031362642423872888
bert::733,0.0025607490307951062,0.0031362642423872888
bert::682,0.0025607490307951062,0.0031362642423872888
bert::553,0.0025607490307951062,0.0031362642423872888
bert::609,0.0025607490307951062,0.0031362642423872888
bert::559,0.0025607490307951062,0.0031362642423872888
bert::727,0.0025607490307951062,0.0031362642423872888
bert::47,0.0025607490307951062,0.0031362642423872888
bert::119,0.0025607490307951062,0.0031362642423872888
bert::623,0.0025607490307951062,0.0031362642423872888
bert::157,0.0025607490307951062,0.0031362642423872888
bert::708,0.0025607490307951062,0.0031362642423872888
bert::324,0.0025607490307951062,0.0031362642423872888
bert::699,0.0025607490307951062,0.0031362642423872888
bert::649,0.0025607490307951062,0.0031362642423872888
bert::754,0.0025607490307951062,0.0031362642423872888
bert::314,0.0025607490307951062,0.0031362642423872888
bert::648,0.0025202241803824244,0.005204682779927595
bert::526,0.0024937838602736573,0.0032036596494925823
bert::396,0.0024863599775925894,0.0031998862034145537
bert::471,0.0024863599775925894,0.005252172806662835
bert::415,0.0024846276735711824,0.002840462819581515
bert::197,0.002416273071298769,0.005201549342214466
bert::358,0.0023575802196382336,0.003088974217676115
bert::580,0.0018971099898631883,0.011039261198955087
bert::492,0.0017119893248924932,0.002367542440843719
bert::532,0.0016987788343939768,0.004531461851856483
bert::173,0.00163495141646397,0.005157588770596175
bert::85,0.0016076262589318935,0.0023971231590279364
bert::270,0.0015466591149748466,0.002449356372202322
bert::143,0.0015370382251870707,0.004368943203133606
bert::355,0.0015258133230483084,0.002443171821377745
bert::437,0.0014747689235354634,0.007271376060798276
bert::459,0.0014614271471594664,0.004589172063640414
bert::617,0.0014537105164646347,0.0025766220466681756
bert::634,0.0014537105164646347,0.0025766220466681756
bert::38,0.0014537105164646347,0.0025766220466681756
bert::233,0.0014537105164646347,0.0025766220466681756
bert::284,0.0014439275163927068,0.004917874222466417
bert::253,0.001437438532213209,0.002402990571502445
bert::286,0.0014340359799833724,0.002620755731428056
bert::127,0.0014206306178385253,0.002593953100241123
bert::258,0.0014206306178385253,0.002593953100241123
bert::570,0.0013952673499072477,0.0025077802338991807
bert::510,0.0013875765249738992,0.0022933900928477865
bert::484,0.001387550719212416,0.0026107500151753985
bert::62,0.001387550719212416,0.0026107500151753985
bert::756,0.0013796142112758813,0.002511946122399907
bert::620,0.0013621874512811383,0.004660556151770138
bert::501,0.0013621874512811383,0.0025248181376802668
bert::118,0.0013621874512811383,0.0025248181376802668
bert::642,0.0013621874512811383,0.004660556151770138
bert::480,0.0013621874512811383,0.004660556151770138
bert::622,0.0013549623767362684,0.004782386555119962
bert::346,0.0013544708205863066,0.0026270230371734323
bert::267,0.0013541780725725427,0.004981446162020928
bert::105,0.0013465343126497719,0.0025287512017170724
bert::749,0.0013465343126497719,0.0025287512017170724
bert::121,0.0013465343126497719,0.0025287512017170724
bert::767,0.0013465343126497719,0.0025287512017170724
bert::108,0.0013453551809474939,0.0047968758000133645
bert::289,0.0013347962841050443,0.0026695925682100885
bert::313,0.0013341710384136007,0.00474897231487065
bert::265,0.0013276557935002042,0.002537834586166658
bert::207,0.0013213909219601972,0.0026427818439203944
bert::48,0.0013213909219601972,0.0026427818439203944
bert::136,0.0013210981739464334,0.004989772773752243
bert::204,0.0013134544140236625,0.0025450154025358903
bert::91,0.0013134544140236625,0.0025450154025358908
bert::239,0.0013119350559354314,0.0045401092559867184
bert::646,0.0012877983980786212,0.00468461121527905
bert::235,0.0012803745153975531,0.0025607490307951062
bert::660,0.0012803745153975531,0.0025607490307951062
bert::54,0.0012803745153975531,0.0025607490307951062
bert::545,0.0012803745153975531,0.0025607490307951062
bert::540,0.0012803745153975531,0.0025607490307951062
bert::219,0.0012803745153975531,0.0025607490307951062
bert::244,0.0012803745153975531,0.0025607490307951062
bert::464,0.0012803745153975531,0.0025607490307951062
bert::367,0.0012803745153975531,0.0025607490307951062
bert::447,0.0012803745153975531,0.0025607490307951062
bert::611,0.0012803745153975531,0.0025607490307951062
bert::655,0.0012803745153975531,0.0025607490307951062
style::pos_count,0.0012803745153975531,0.0025607490307951062
bert::567,0.0012803745153975531,0.0025607490307951062
bert::583,0.0012803745153975531,0.0025607490307951062
bert::124,0.0012803745153975531,0.0025607490307951062
bert::386,0.0012803745153975531,0.0025607490307951062
bert::618,0.0012803745153975531,0.0025607490307951062
bert::262,0.0012803745153975531,0.0025607490307951062
bert::217,0.0012797890193700257,0.0026714584087957887
bert::183,0.001267707082833125,0.0024535508086271653
bert::92,0.0012563990301963201,0.0046509763535681125
bert::709,0.0012467091207439163,0.0026860370313557076
bert::142,0.0012433675077298423,0.0024048885884667094
bert::162,0.0012346271842070156,0.0024692543684140308
bert::14,0.001210287609103733,0.002420575218207466
bert::670,0.001205985462195036,0.004910815583566481
bert::558,0.001205985462195036,0.004910815583566481
bert::458,0.0011726128155551629,0.004975613913538641
bert::71,0.001131596408992519,0.002640382808972309
bert::406,0.001131596408992519,0.002640382808972309
bert::599,0.001131596408992519,0.004931294845592003
bert::698,0.0011244442052197102,0.00484491246581346
bert::356,0.0011200351108185513,0.0026469959691286164
bert::335,0.001057207355790002,0.0026762124493034207
bert::362,0.0010252378943507612,0.002834236440317915
bert::546,0.000982818302587485,0.0027095271372001403
bert::439,0.000718689673440176,0.005524975092451208
bert::125,0.0005253606455695615,0.006515231887847866
bert::468,0.0005247028104170326,0.000428418050708676
bert::6,0.0005112724426768134,0.0038080216084339113
bert::556,0.00043161480949496236,0.003660991723597483
bert::73,0.0003363678478885301,0.003779528270088807
bert::640,0.0002940989741361699,0.0042432457537459846
bert::223,0.0002928775724474697,0.0003587003048006571
bert::450,0.0002892817022077443,0.003767395320689334
bert::673,0.0002628655676454983,0.003868312747631782
bert::596,0.0002454388076507552,0.003922529433198759
bert::667,0.0002454388076507552,0.00554367334623477
bert::45,0.00022206903832455716,0.003934937829847987
bert::211,0.00022206903832455716,0.000206239604448749
bert::75,0.0002141325303880226,0.003867698759682541
bert::126,0.00021202821933392625,0.00018725513269136194
bert::61,0.0001974900745570052,0.004068822858144032
bert::518,0.00016539949313054692,0.0
bert::521,0.00016539949313054692,0.0
bert::182,0.00016539949313054692,0.0
bert::247,0.00016539949313054692,0.0
bert::31,0.00016147056906545831,0.003798743471111329
bert::318,0.0001559092410723384,0.003986763455441394
bert::579,0.00014543220863556529,0.004252637833378532
bert::497,0.00013231959450443753,6.615979725221877e-05
bert::154,0.00013231959450443753,6.615979725221877e-05
bert::476,0.00013231959450443753,6.615979725221877e-05
bert::539,0.00013231959450443753,6.615979725221877e-05
bert::146,0.00013231959450443753,6.615979725221877e-05
bert::206,0.00013231959450443753,6.615979725221877e-05
bert::694,0.00013231959450443753,6.615979725221877e-05
bert::575,0.00013231959450443753,6.615979725221877e-05
bert::137,0.00012809792242558516,0.005687478096967021
bert::84,0.00011489283450969446,0.0039206906066248815
bert::329,0.00011146592632087504,0.00015417066006157093
bert::133,9.923969587832815e-05,8.102887237696228e-05
bert::250,9.923969587832815e-05,8.102887237696228e-05
bert::170,9.923969587832815e-05,8.102887237696228e-05
bert::645,9.923969587832815e-05,8.102887237696228e-05
bert::236,9.923969587832815e-05,8.102887237696228e-05
bert::488,9.923969587832815e-05,8.102887237696228e-05
bert::610,9.923969587832815e-05,8.102887237696228e-05
bert::120,9.481292957869147e-05,0.004081732691141489
bert::493,8.181293588358507e-05,0.003920822674051302
bert::275,8.181293588358507e-05,0.00016362587176717015
bert::5,6.615979725221877e-05,8.102887237696228e-05
bert::3,6.615979725221877e-05,8.102887237696228e-05
bert::87,6.615979725221877e-05,8.102887237696228e-05
bert::278,6.615979725221877e-05,8.102887237696228e-05
bert::263,6.615979725221877e-05,8.102887237696228e-05
bert::98,6.615979725221877e-05,8.102887237696228e-05
bert::37,6.615979725221877e-05,8.102887237696228e-05
bert::473,6.615979725221877e-05,8.102887237696228e-05
bert::472,6.615979725221877e-05,8.102887237696228e-05
bert::151,6.58670492384994e-05,0.004179857986741709
bert::104,3.307989862610938e-05,6.615979725221877e-05
bert::357,3.307989862610938e-05,6.615979725221877e-05
bert::160,3.307989862610938e-05,6.615979725221877e-05
style::uncertainty_ratio,3.307989862610938e-05,6.615979725221877e-05
bert::169,3.307989862610938e-05,6.615979725221877e-05
bert::194,3.307989862610938e-05,6.615979725221877e-05
bert::212,3.307989862610938e-05,6.615979725221877e-05
bert::462,3.307989862610938e-05,6.615979725221877e-05
bert::201,3.307989862610938e-05,6.615979725221877e-05
bert::32,3.307989862610938e-05,6.615979725221877e-05
bert::351,3.307989862610938e-05,6.615979725221877e-05
bert::460,3.307989862610938e-05,6.615979725221877e-05
bert::261,3.307989862610938e-05,6.615979725221877e-05
bert::309,3.307989862610938e-05,6.615979725221877e-05
bert::388,7.423882681067972e-06,0.0041721850151668705
bert::44,7.423882681067972e-06,0.0041721850151668705
bert::531,4.573825816955868e-06,0.0039555090202330456
bert::693,3.2116622331157528e-06,0.00667529705192553
bert::19,0.0,0.0
bert::83,0.0,0.0
bert::371,0.0,0.0
bert::365,0.0,0.0
bert::123,0.0,0.0
bert::89,0.0,0.0
style::certainty_ratio,0.0,0.0
bert::90,0.0,0.0
bert::612,0.0,0.0
bert::199,0.0,0.0
bert::615,0.0,0.0
bert::340,0.0,0.0
bert::568,0.0,0.0
bert::724,0.0,0.0
bert::452,0.0,0.0
bert::735,0.0,0.0
bert::512,0.0,0.0
bert::535,0.0,0.0
bert::765,0.0,0.0
bert::503,0.0,0.0
bert::495,0.0,0.0
bert::487,0.0,0.0
bert::746,0.0,0.0
style::num_exclamations,0.0,0.0
style::num_sentences,0.0,0.0
bert::56,0.0,0.0
bert::470,0.0,0.0
bert::465,0.0,0.0
style::sentence_count,0.0,0.0
style::neg_ratio,0.0,0.0
style::repeated_char_count,0.0,0.0
bert::560,0.0,0.0
style::neg_count,0.0,0.0
bert::419,0.0,0.0
bert::403,0.0,0.0
bert::589,0.0,0.0
bert::393,0.0,0.0
bert::392,0.0,0.0
style::certainty,0.0,0.0
style::uncertainty,0.0,0.0
bert::79,0.0,0.0
style::pos_ratio,0.0,0.0
bert::601,0.0,0.0
bert::332,0.0,0.0
bert::334,0.0,0.0
bert::241,0.0,0.0
bert::685,0.0,0.0
bert::663,0.0,0.0
bert::688,0.0,0.0
bert::222,0.0,0.0
bert::741,0.0,0.0
bert::130,0.0,0.0
bert::106,0.0,0.0
bert::224,0.0,0.0
bert::674,0.0,0.0
bert::112,0.0,0.0
bert::225,0.0,0.0
bert::226,0.0,0.0
bert::180,0.0,0.0
bert::657,0.0,0.0
bert::658,0.0,0.0
bert::298,0.0,0.0
bert::11,0.0,0.0
bert::321,0.0,0.0
bert::715,0.0,0.0
bert::717,0.0,0.0
bert::242,0.0,0.0
bert::555,-8.229255950253922e-06,0.004115390235881438
bert::700,-2.594876395880519e-05,0.004180448144288755
bert::517,-4.1309154576363306e-05,0.0041145262995300426
bert::573,-4.130915457640771e-05,0.004168630600645893
bert::606,-4.130915457640771e-05,0.0001772952576793452
bert::17,-5.654121164704318e-05,0.004180577830906121
bert::730,-7.43890532025171e-05,0.00416751513508844
bert::710,-7.43890532025171e-05,0.00416751513508844
bert::132,-0.00011042133487388916,0.0036181213893768977
bert::603,-0.00021552339968478051,0.004167261905404463
bert::647,-0.0006361648141289145,0.009186551425291156
bert::750,-0.0007118421605636138,0.004458954471518015
bert::343,-0.0007483036676270372,0.007213674979580139
bert::588,-0.0008066839856394781,0.002596080157558637
bert::288,-0.0008946796053058259,0.004642448913316206
bert::259,-0.000912106365300569,0.0025481719093148046
bert::302,-0.0009259710183627812,0.004854039306019054
bert::58,-0.0009531227718632129,0.004660556151770138
bert::339,-0.0009531227718632129,0.004660556151770138
bert::519,-0.00102751182506573,0.0025010073474772904
bert::220,-0.0010331620863834213,0.0023971231590279364
bert::354,-0.0010331620863834213,0.0023971231590279364
bert::595,-0.001034935707746798,0.004639468499783987
bert::167,-0.0010420879115195848,0.0063389140538981335
bert::196,-0.0010426523384416298,0.004649487389615906
bert::78,-0.0010640062074779744,0.006039080146487365
bert::287,-0.0010662419850095306,0.002381444932646057
bert::347,-0.0010858240477059854,0.0022552577993383894
bert::59,-0.0010908938195491435,0.004702343896766888
bert::664,-0.00109932188363564,0.0024475814370499677
bert::638,-0.00109932188363564,0.0023652001893110165
bert::523,-0.001116748643630383,0.002443171821377745
bert::641,-0.001116748643630383,0.002443171821377745
bert::52,-0.001116748643630383,0.002443171821377745
bert::240,-0.001116748643630383,0.002443171821377745
bert::394,-0.0011189039463320948,0.0022378078926641896
bert::164,-0.0011189039463320948,0.002237807892664189
bert::485,-0.0011189039463320948,0.002237807892664189
bert::489,-0.0011199308772776417,0.004657164579421462
bert::562,-0.0011324017822617494,0.002348377172521894
bert::202,-0.0011324017822617494,0.0024313285051380125
bert::405,-0.0011525633822552673,0.002388685620973518
bert::178,-0.0011654816808878588,0.0024145130253149334
bert::249,-0.0011654816808878588,0.0024145130253149334
bert::34,-0.0011654816808878588,0.0024145130253149334
bert::463,-0.0011660671769152975,0.006353049818983961
bert::426,-0.0011797860884334766,0.004839533860876213
bert::24,-0.001189364075469479,0.002709527137200052
bert::572,-0.0011985615795139682,0.0023971231590279364
bert::712,-0.0011985615795139682,0.0023971231590279364
bert::466,-0.0011985615795139682,0.0023971231590279364
bert::705,-0.0011985615795139682,0.0023971231590279364
bert::337,-0.0011985615795139682,0.0023971231590279364
bert::350,-0.0011985615795139682,0.0023971231590279364
bert::515,-0.0011985615795139682,0.0023971231590279364
bert::681,-0.0011985615795139682,0.0023971231590279364
bert::215,-0.0011985615795139682,0.0023971231590279364
bert::86,-0.0011985615795139682,0.0023971231590279364
bert::41,-0.0011985615795139682,0.0023971231590279364
bert::451,-0.001205713783286777,0.004713217938257572
bert::243,-0.0012079498466053273,0.002582358783722997
bert::341,-0.0012149069148307489,0.006223261594601997
bert::551,-0.0012224439740955884,0.0026937489754935767
bert::608,-0.0012545855503210078,0.0025651409982205657
bert::134,-0.0012555238727216978,0.0026774691817714074
bert::557,-0.0012729506327164852,0.0023643211800184055
bert::99,-0.001274109643857546,0.002548219287715092
bert::637,-0.0012791961446033228,0.004922081516642265
bert::141,-0.001280102836489272,0.007545587975347137
bert::630,-0.0012803551557443837,0.0025524595383470718
bert::449,-0.0012886037713478072,0.002660678548098658
bert::135,-0.0013216836699739166,0.002643367339947833
bert::299,-0.0013216836699739166,0.002643367339947833
bert::549,-0.001321683669973961,0.002726819632652611
bert::256,-0.001321683669973961,0.0027268196326526105
bert::277,-0.001321683669973961,0.0027268196326526105
bert::590,-0.001321683669973961,0.0027268196326526105
bert::364,-0.001321683669973961,0.002726819632652611
bert::291,-0.001321683669973961,0.0027268196326526105
bert::68,-0.001321683669973961,0.0027268196326526105
bert::279,-0.0013218282872311082,0.005008197409676817
bert::432,-0.0013219764179877246,0.0027287014217323626
bert::129,-0.0013288358737467698,0.004888967990734322
bert::762,-0.0013315635428886364,0.004720054654560276
bert::12,-0.0013336855528945258,0.007710723426758323
bert::723,-0.0013547635686000704,0.0027095271372001403
bert::687,-0.0013547635686000704,0.0027095271372001403
bert::585,-0.0013547635686000704,0.0027095271372001408
bert::592,-0.0013547635686000704,0.0027095271372001403
bert::666,-0.0013547635686000704,0.0027095271372001403
bert::107,-0.0013547635686000704,0.0027095271372001403
bert::40,-0.0013547635686000704,0.0027095271372001403
bert::2,-0.0013547635686000704,0.0027095271372001408
bert::574,-0.0013887217112673821,0.004927619752176845
bert::423,-0.001415031508782727,0.0026029778219535528
bert::391,-0.0014172670110193185,0.007397118510900744
bert::442,-0.001421801609893536,0.004962977696115945
bert::72,-0.0014434570293482053,0.004769257189643109
bert::665,-0.0014551013857613925,0.002674691450178345
bert::377,-0.0014707545243927145,0.0025763340476159047
bert::563,-0.0015035416750051045,0.004931294845592003
bert::74,-0.0015035416750051045,0.002640382808972309
bert::172,-0.0020106228002225723,0.004866299765789298
bert::494,-0.0020853046768832596,0.0030636335229720967
bert::152,-0.0021332534099770097,0.0031884556293851193
bert::390,-0.00214197422207727,0.0049520703650992245
bert::42,-0.0021425645890403634,0.0026284125902391164
bert::177,-0.0021673374900085473,0.00299216598036176
bert::254,-0.0022317236658973894,0.0029358642951134695
bert::621,-0.002233497287260766,0.003073096489121013
bert::264,-0.002233497287260766,0.003073096489121013
bert::508,-0.002240649491033575,0.0032482710428507083
bert::491,-0.002240649491033575,0.0032482710428507083
bert::538,-0.002240722361805636,0.00310713880022347
bert::232,-0.0022742938165817073,0.005010609282049198
bert::428,-0.002284385627219954,0.0027987586988099775
bert::230,-0.002315310223144351,0.004938054370630818
bert::101,-0.002315310223144351,0.003006377213834434
bert::669,-0.0023309633617757176,0.0029234514270611456
bert::619,-0.002331256109789437,0.0031893773601862174
bert::469,-0.002363413823696048,0.006033184745584639
bert::203,-0.002364043260401827,0.0029634894061367
bert::504,-0.002364043260401827,0.0029634894061367
bert::631,-0.0023643360084155463,0.0050841922408326945
bert::368,-0.0023711954641746137,0.00515470286837031
style::num_commas,-0.0023971231590279364,0.0029358642951134695
bert::726,-0.0023971231590279364,0.002935864295113469
bert::736,-0.0023971231590279364,0.002935864295113469
bert::312,-0.0023971231590279364,0.0029358642951134695
bert::734,-0.0023971231590279364,0.0029358642951134695
bert::728,-0.0023971231590279364,0.0029358642951134695
bert::544,-0.002411427566573554,0.005116178084973905
bert::29,-0.002411427566573554,0.005116178084973905
bert::607,-0.0024504630901628355,0.00534000599703565
bert::25,-0.002454085452235666,0.003147283798272742
bert::689,-0.002454085452235666,0.003147283798272742
bert::111,-0.002471512212230453,0.005062691193040861
bert::10,-0.002473667514932165,0.00494733502986433
bert::529,-0.0024892311035621837,0.006516734201075543
bert::15,-0.002498755731248736,0.006378643001503521
style::type_token_ratio,-0.00251931578201523,0.0030855190834390435
bert::677,-0.0025533251481140383,0.0031369095653960926
bert::216,-0.0025533251481140383,0.003136909565396092
bert::602,-0.0025533251481140383,0.003136909565396092
bert::115,-0.0025536178961278024,0.0034516351985588254
bert::576,-0.0025601030252544454,0.00292830356637261
bert::63,-0.002560477351886825,0.006619797761092722
bert::273,-0.002567901234567893,0.005135802469135786
bert::310,-0.002567901234567893,0.005135802469135786
bert::639,-0.0025750534383407243,0.0031537834921670795
bert::598,-0.002583645916894062,0.003293186648551094
bert::55,-0.0026761214364406484,0.004994139782273855
bert::739,-0.0026764472385739867,0.003278382288650649
bert::214,-0.0026764472385739867,0.003278382288650649
bert::176,-0.0026764472385740314,0.003346034196725279
bert::209,-0.0026764472385740314,0.003346034196725279
bert::446,-0.0027090355810501566,0.00660092711474725
bert::763,-0.0027095271372001408,0.0033184794651822066
bert::76,-0.0027095271372001408,0.0033184794651822066
bert::430,-0.0027095271372001408,0.0033184794651822066
style::num_questions,-0.0027095271372001408,0.0033184794651822066
bert::93,-0.0027095271372001408,0.0033184794651822066
bert::139,-0.0027095271372001408,0.0033184794651822066
bert::692,-0.0027098198852139044,0.003319903541361344
bert::479,-0.002715772649086978,0.0052565447779840185
bert::454,-0.0027463312250065597,0.005162340609574736
bert::522,-0.0027839161904026576,0.0032605708961860897
bert::138,-0.0027910683941754443,0.005026283611184009
bert::53,-0.002854003096696478,0.005168114908734811
bert::315,-0.0029326942968076917,0.0031362642423872888
bert::652,-0.0030455793153530974,0.0031656437020757574
bert::64,-0.0032570315489647284,0.007277345323774671
bert::57,-0.0032574721431179567,0.0027954154892967254
bert::281,-0.003284078742229313,0.007622008864248055
bert::541,-0.003356711838996285,0.0027407437397000863
style::num_words,-0.003356711838996285,0.0027407437397000863
style::avg_sentence_length,-0.003356711838996285,0.0027407437397000863
bert::410,-0.003356711838996285,0.0027407437397000863
bert::398,-0.003398978968148625,0.0031098411342315143
bert::661,-0.0034302852454113574,0.0029358642951134695
bert::95,-0.0034302852454113574,0.0029358642951134695
bert::496,-0.0034302852454113574,0.0029358642951134695
bert::643,-0.0034302852454113574,0.002935864295113469
bert::344,-0.0034320588667747344,0.0031362642423872888
bert::644,-0.003436369472178158,0.0028095505977455636
bert::18,-0.0034633651440374668,0.0029634894061367
bert::511,-0.003496445042663576,0.0029234514270611456
bert::678,-0.003499640629576484,0.008613215298307985
bert::35,-0.003513871802658319,0.004957872189823044
bert::552,-0.003513871802658319,0.003038818789460389
bert::626,-0.003513871802658319,0.003038818789460389
bert::635,-0.003513871802658319,0.003038818789460389
bert::305,-0.00352874063712596,0.003144286414669274
bert::49,-0.003557336259936461,0.004758974219241656
bert::624,-0.003562604839915795,0.002909481585421134
bert::181,-0.0035865686341877145,0.004778301287858884
bert::696,-0.0035956847385419043,0.0029358642951134695
bert::457,-0.0035956847385419043,0.0029358642951134695
bert::113,-0.0035956847385419043,0.0029358642951134695
bert::301,-0.0035956847385419043,0.0029358642951134695
bert::326,-0.0035956847385419043,0.0029358642951134695
bert::352,-0.0036010633209513144,0.00509579149122589
bert::193,-0.003602836942314713,0.0031156310133326104
bert::320,-0.0036118197219685345,0.006991755256675133
bert::737,-0.0036167015953769257,0.005112671327612215
bert::109,-0.0036700737917444216,0.0031790636008800378
bert::486,-0.0036857269303757433,0.0030206195811360685
bert::116,-0.003742689223583473,0.003203659649492503
bert::675,-0.0037427706232738165,0.004866361902021511
bert::686,-0.0037518867276280067,0.0030766485363052077
bert::51,-0.0037518867276280067,0.0030766485363052072
bert::81,-0.0037518867276280067,0.0030766485363052072
bert::444,-0.0037554039536962015,0.006502566272421181
bert::296,-0.0037561892548816367,0.0066878811620380025
bert::520,-0.003762271286280017,0.003178002320301466
bert::628,-0.0037746920700321594,0.005093490382975208
style::lexical_diversity,-0.003778973673022845,0.0030855190834390435
bert::163,-0.0038223289315726383,0.003120918503810187
bert::271,-0.0038284310835322356,0.0031554221448630046
